open,high,low,close,volume
1215.2671,1235.9664,1211.2742,1233.9872,26793498
1233.5620999999999,1257.5237,1231.9029,1251.4378,30948069
1257.2619,1263.7441999999999,1252.8106,1256.1426000000001,23439202
1264.1448,1276.2881,1261.7622000000001,1273.9051,24939141
0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0
1273.2675,1283.5436,1272.2455,1277.9775,21615369
1280.6337,1282.3039999999999,1271.3454,1277.2779,22486538
1266.9701,1275.5883999999999,1265.8230999999998,1273.5885999999998,25002688
1277.5729,1278.6845,1270.7648,1277.4698,19646021
1275.2427,1298.2803,1273.4628,1295.9854,27138613
0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0
1307.03,1315.8917000000001,1290.6235,1294.6025,31141208
1299.0233,1308.4443999999999,1288.7538,1307.6772,35589475
1307.3721,1309.1882,1292.3634,1305.6442,32391586
1307.0466,1314.0281,1302.3393999999998,1312.5794,34203296
0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0
1311.4214,1334.2823,1308.3563,1329.4470999999999,28726526
1333.7813999999998,1347.6608,1332.2105999999999,1343.6464,34022202
1351.2124,1353.7913999999998,1330.9593,1335.15,52521715
1343.7195,1347.5661,1330.0501,1338.2289999999998,43009544
1343.8120999999999,1344.5720999999999,1324.9389999999999,1344.0913999999998,41161766
0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0
1343.4071,1353.8171000000002,1335.8758,1340.3489,52019319
1330.2102,1340.7101,1325.0908,1327.4877000000001,47604531
1334.2695999999999,1338.2413999999999,1322.4666000000002,1334.189,34017618
1326.599,1339.4164,1321.1117,1332.2923,49642901
1284.8461,1286.7008999999998,1264.3382,1269.3506000000002,91451768
0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0
1246.6771999999999,1270.7664,1205.0661,1209.3168,76536823
1179.0684,1242.3195,1174.2141,1240.5326,71691794
1241.5265,1242.0755,1204.3063,1205.0889,53977812
1212.6546,1216.5611,1152.7446,1153.7223,57249652
1171.9641,1199.4918,1140.5465,1191.844,74178470
0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0
1204.1226,1222.9318,1196.0775,1212.2095,62877257
1204.5209,1220.6489,1203.3154,1213.975,33814217
1209.5495,1236.7471,1207.1869,1234.5596,42200720
1246.3133,1261.9738,1230.8052,1259.9153,52990613
1258.1848,1276.8679000000002,1257.5036,1264.6437,41857703
0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0
1260.0394,1285.5963000000002,1257.3689,1271.7324,35353685
1276.7077,1305.4784,1274.7749999999999,1279.8440999999998,38984533
1285.4132,1294.1608999999999,1271.7244999999998,1276.5427000000002,32309106
1283.7051000000001,1300.2954,1275.6471000000001,1299.6577,35073328
0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0
1301.5049,1320.6593,1300.257,1320.0356,39721253
1317.6537,1321.8129999999999,1293.4877999999999,1294.0043,40702205
1299.6013,1305.4359,1278.6194,1280.1784,39664738
1283.7321,1287.1985,1237.0703,1241.8952,51317880
1223.2882,1255.6557,1217.9833999999998,1252.487,40725501
0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0
1247.7220000000002,1272.1741,1240.9024,1265.0979,29603540
1274.4615000000001,1277.4263999999998,1263.2682,1269.0801,25321289
1261.5061,1285.4324000000001,1257.1361,1282.0447000000001,32995999
1288.168,1302.0634,1285.2441,1300.2861,25129232
1311.2908,1338.1001999999999,1307.1893,1337.3205,34313200
0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0
1341.4358,1356.7042999999999,1334.9270000000001,1343.4944,34379353
1349.8513,1357.5077,1309.8816,1315.4406000000001,33600700
1322.8254,1336.4024,1316.583,1325.2536,30659771
1325.7827,1338.6165999999998,1309.9392,1325.5503999999999,24216024
1330.1104,1332.3134,1306.9159,1311.0799,42496642
0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0
1294.6704,1296.7981,1260.0653,1272.4906999999998,36252708
1271.6116,1279.3482000000001,1255.7761,1270.3216,21481246
1265.1546,1278.7638,1253.8413,1259.5811,38933808
1249.3302,1252.99,1211.9812000000002,1215.3973999999998,44157731
1212.8943,1230.7314,1183.6860000000001,1184.036,43185456
0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0
1211.5491,1226.1337,1172.3436,1223.3886,40206367
1234.075,1237.3628999999999,1161.3363,1170.9151,44017894
1162.7413999999999,1191.6999,1143.3523,1168.5429,45037820
1176.9180999999999,1212.1739,1167.2966,1197.0535,41125335
0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0
1188.182,1201.2060999999999,1152.3731,1170.6499000000001,40267191
1179.0356,1187.2045,1156.4769000000001,1179.2743,32553122
1155.8169,1198.15,1155.2986,1194.1760000000002,37090140
1211.3215,1214.4071,1189.6290000000001,1198.0182,28296246
1188.4056,1201.313,1168.7072,1172.8944999999999,36751720
0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0
1184.132,1210.0937999999999,1181.3775,1182.9494,30769277
1196.8452,1207.6702,1180.2972,1202.2914,30643889
1197.6367,1202.6744999999999,1184.9947,1189.8236,23915521
1195.849,1213.0652,1191.8745999999999,1204.0381,24248674
1213.0385,1219.6226000000001,1194.2224,1201.3791999999999,26347272
0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0
1209.4048,1216.7873,1198.9478,1211.1629,22789628
1225.2127999999998,1254.1326000000001,1222.024,1249.7266,28925708
1252.573,1253.5679,1240.4470000000001,1247.2525999999998,22098676
1241.7259000000001,1266.9193,1238.2503000000002,1257.9082,36556471
1250.0362,1261.0003,1232.5186999999999,1236.1943,67380826
0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0
1242.1924,1247.1363000000001,1222.3288,1230.2115000000001,38856735
1215.1851,1220.8352,1169.3919,1180.476,38452277
1185.7008,1195.4288,1175.2839999999999,1182.3754,30773189
1191.1683,1211.2242,1179.1096,1201.7968,30042547
1207.5401,1211.3652,1183.8107,1189.9352999999999,37275635
0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0
1189.7084,1201.7513,1176.2625,1180.1112,44098678
1177.5742,1205.1322,1171.0011,1203.8736999999999,54997233
1200.6968,1215.4739000000002,1194.0632,1198.3016000000002,68142452
1192.242,1204.5077,1178.1145999999999,1197.9568,35883238
1192.4764,1229.9964,1192.3976,1229.2827,58139975
0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0
1231.6325,1246.5351,1229.0789,1237.1728,43917488
1240.7553,1243.9769,1228.0502000000001,1237.1694,29620498
1241.8519,1270.0292,1238.8119,1267.3098,25244059
1270.9541,1287.9546,1270.4754,1284.7595999999999,29432314
1280.9675,1289.2611,1276.2603000000001,1284.7376,27465886
0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0
1286.8929,1298.1571,1284.8657999999998,1286.2425,22296849
1274.6879,1275.0246,1256.4967000000001,1263.5817,25190031
1261.2957999999999,1275.619,1260.1766,1267.8422,20280381
1265.7842,1273.664,1257.7726,1263.4855,18337795
1246.9533,1255.6465,1244.7251,1250.5830999999998,19862968
0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0
1259.9542,1275.15,1258.467,1265.1082999999999,19423998
1269.8249999999998,1273.3543,1251.3779,1254.7936,16330706
1249.3927,1267.1686,1245.3893,1265.9402,21119098
1265.6556,1267.1948,1250.2742,1265.2825,24000748
1265.1416,1270.0856999999999,1259.3281,1262.1277,18360369
0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0
1250.3887000000002,1260.0058,1239.9968000000001,1246.1153,24379214
1248.6473,1255.1042,1241.5178999999998,1253.1997999999999,19829004
1252.6829,1283.3116,1251.615,1269.7668,30571098
1285.2355,1308.1289,1284.147,1307.6091000000001,25864108
0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0
1311.8184999999999,1333.1435000000001,1311.2167,1328.9713,28155753
1331.8925,1337.5077,1323.3954,1330.8047000000001,23243936
1333.6311,1334.9061,1315.5103,1328.6872,22631866
1323.2854,1327.8446999999999,1306.7006,1315.1529999999998,22867200
1307.2087000000001,1316.5194000000001,1299.7944,1310.4226999999998,27947644
0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0
1307.8066999999999,1327.0797,1306.6794,1319.078,19387754
1320.3112999999998,1330.2435,1319.7389,1329.4461999999999,17823159
1331.3846999999998,1337.2195,1321.6869000000002,1323.3539,23144800
1333.2543999999998,1344.8942,1328.7293000000002,1340.7828,22960942
1336.7614999999998,1341.45,1329.6313,1338.9848,63841636
0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0
1329.4255,1361.4105,1328.6931,1360.0859,19898557
1341.5662,1355.5129,1335.4052,1351.6700999999998,35199473
1359.5727,1371.3931,1352.8096,1354.251,22277237
1360.0025999999998,1363.5403,1335.0985,1341.0426,26950016
1343.1752000000001,1346.5649,1329.8912,1338.3287,28511414
0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0
1324.9457,1326.7587,1291.4856,1304.9395,33820406
1308.9403,1317.6507000000001,1297.1553000000001,1300.8242,26132426
1304.493,1317.0222999999999,1285.5886999999998,1286.0772,26579220
1284.1279,1306.4342,1277.7512,1297.6422,18437673
1304.2033000000001,1313.3233,1295.8612,1298.6866,24052787
0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0
1280.761,1313.202,1275.1655,1312.5434,18948654
1321.5065,1321.6646999999998,1281.5041,1284.7499,14633840
0.0,0.0,0.0,0.0,0
1293.7149,1311.8220000000001,1290.6959,1307.5933,17670933
1306.9231,1327.2533,1303.8656,1326.0345,18481324
0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0
1335.8574,1343.2142000000001,1330.5996,1342.4953,20665603
1345.5538000000001,1348.7274,1337.6399,1341.0578999999998,16737561
1330.9786,1351.9442,1326.5086000000001,1339.6755,19951463
1347.2971000000002,1373.6760000000002,1343.1195,1372.3702,19293015
1373.9397,1385.1112,1368.7617,1378.0068999999999,13741864
0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0
1378.7648000000002,1381.4921,1367.5621,1372.6316,16098772
1359.8446,1392.7608,1357.6807,1388.1055,17144876
1386.1918,1394.1516,1378.1426,1384.1473,17786987
1378.5653,1390.3932,1370.8853,1376.6907,21563419
1376.5918000000001,1387.1345999999999,1372.2599,1374.2057,21954442
0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0
1369.5542,1396.2998,1368.4367,1394.9638,18608599
1452.8843,1457.4909,1425.4587999999999,1438.9181999999998,22016102
1430.0277,1458.5275,1429.4046,1456.3378,18966482
1443.4301,1463.5349999999999,1440.4614,1460.3645999999999,21481602
1463.8059,1466.8937,1418.9707,1427.3408,26154530
0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0
1417.7604999999999,1424.9671,1398.4222,1407.5228,22879439
1408.1784,1417.5778,1392.8192,1405.4185,41017760
1424.8995,1432.9701,1405.3099,1419.253,69502980
1404.2333,1435.9259000000002,1402.8959,1431.217,63935311
1434.331,1436.4019,1418.2386999999999,1429.3703,34537292
0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0
1430.6702,1432.9962,1420.5506,1431.4982,26507110
1443.9754,1458.3234,1440.6141,1447.0101,27081367
1444.212,1461.9823000000001,1440.2391,1450.5385999999999,23896400
1454.8582000000001,1462.9702,1450.8890999999999,1455.6403,24341227
1448.7565,1453.173,1437.0718,1443.5350999999998,25720121
0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0
1443.0738000000001,1458.5907,1439.7338,1442.2648,26888226
1443.7198,1454.8017,1431.7595,1450.2279999999998,22096204
1436.8621,1444.3503,1416.229,1422.9942,30636378
1434.8425,1438.1587,1412.3847,1418.1604,29843528
1413.8193999999999,1425.2846,1399.7516,1416.8574,36816642
0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0
1421.4334,1428.4850000000001,1408.0765000000001,1421.5638,31158467
1423.1235,1432.7703999999999,1412.7198999999998,1414.9970999999998,27365335
1412.4443,1426.5268999999998,1411.1863,1420.7169999999999,19905520
1420.1301,1436.6515,1417.1805,1419.2036,19875828
1423.745,1436.8727000000001,1419.8065,1435.1384,19423196
0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0
1443.0707,1460.1385,1440.3771000000002,1458.0746,21681372
1458.6064,1461.3845,1445.9171000000001,1449.151,24080773
1455.8975,1472.4217,1454.0733,1470.5557,28564116
1465.7536,1480.1248,1453.2701,1462.4098,50125263
1459.7384,1465.7601,1435.5423,1444.0597,45156560
0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0
1430.9137,1440.3977,1417.3774,1423.5941,29221177
1421.0192,1426.9039,1385.3593,1411.5956,35394269
1410.7804999999998,1411.8919,1371.5887,1392.8147000000001,36178443
1378.8044,1398.8872,1376.2132000000001,1384.4187,39021214
0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0
1391.4314,1394.6743999999999,1374.906,1381.2816,40632249
1377.9541000000002,1401.2445,1371.1253,1399.4788999999998,36958614
1395.9205,1401.87,1376.4998999999998,1382.1804,50574212
1392.5315,1405.1941,1383.6988,1399.9891,43137591
1403.1042,1405.5058000000001,1389.1311999999998,1394.639,32943267
0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0
1390.5721,1398.4659,1369.6198,1372.2450999999999,38501655
1373.1958,1396.2143999999998,1372.531,1377.7723,32775398
1381.7903000000001,1391.1316000000002,1368.2151,1387.7712999999999,28315219
1398.5269,1410.4511000000002,1390.8153,1405.1985,27834181
1411.0727,1411.8582000000001,1381.6497,1382.0667999999998,100652332
0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0
1372.3133,1397.549,1361.8648,1392.4525999999998,28964375
1394.2006000000001,1407.9769000000001,1386.001,1405.1218000000001,25532110
1404.441,1416.2497,1392.8306,1399.2055,25446959
1408.8192,1426.7889,1405.4413000000002,1417.8504,31441981
1414.9216999999999,1419.5035,1406.7876,1417.4643,24309993
0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0
1426.0772000000002,1437.5459,1414.8996,1420.8126,24958406
1416.4526,1438.1814,1411.5074000000002,1427.6169,26476084
1433.271,1438.0745000000002,1421.8330999999998,1433.2254,29911013
1424.3253,1428.0632,1380.5566999999999,1394.4169000000002,34251490
1393.6972,1400.1437,1363.9941999999999,1379.9054999999998,34764915
0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0
1370.6016,1391.0616,1345.8572,1371.0096,31596278
1368.0606,1379.8625,1358.0974999999999,1363.9356,28199793
1354.7965,1356.7696,1295.5093000000002,1295.9069,44666296
1285.8011000000001,1324.2026,1278.9481,1292.1116,56074512
1326.7155,1336.1564,1301.5631,1330.4723999999999,42439154
0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0
1328.3597,1333.5646000000002,1304.5898,1307.9291,32163400
1321.827,1345.4856,1317.5864,1341.7121,31112503
1347.0409,1349.9083,1319.8338,1335.1695,24352623
1338.0153,1339.8807,1288.4427999999998,1302.3195,34675839
1309.7437,1329.9089999999999,1303.4986,1314.074,34346375
0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0
1321.1503,1333.8627000000001,1308.2469,1320.1037000000001,30306302
1295.0510000000002,1329.4136,1283.0397,1324.6976,40616500
1325.1286,1328.616,1261.6209,1264.1367,42907593
1287.8164,1330.6480000000001,1284.6237999999998,1313.6703,32401607
1251.2604,1325.0172,1245.1154,1286.0973,51445961
0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0
1299.9650000000001,1315.0311,1200.3263,1230.6787,49816243
1217.9771,1251.006,1208.4017,1247.8605,39872647
1275.0128,1310.6852000000001,1271.9448,1293.9375,40888701
1293.1561,1304.6105,1277.5934,1290.5015,59805159
1281.6595,1294.9678000000001,1258.4514,1263.6655,93167697
0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0
1257.7201,1261.2794000000001,1217.8775,1240.1210999999998,68605099
1239.8385,1267.4868999999999,1238.2003,1258.0041999999999,33116187
1273.3772,1303.8956,1268.4514000000001,1301.7164,35482790
1300.4632000000001,1302.4926,1278.067,1289.9995000000001,26850818
1278.6621,1280.6901,1254.4961999999998,1269.7467000000001,35709063
0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0
1259.5401000000002,1261.1163999999999,1223.9623,1231.9707,52607276
1234.1015,1252.9478,1221.7824,1227.4589999999998,48396638
1243.0719,1248.2094,1216.1359,1229.6622,62366902
1232.2954,1263.0001,1217.8817999999999,1255.3025,48314885
1249.0964000000001,1261.1368,1237.6308,1254.1934,38586369
0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0
1246.3885,1250.6755,1200.4599,1205.0662,43779486
1177.6082000000001,1212.4349,1170.7804,1201.9841,70274377
1215.7224,1228.0601,1209.266,1213.635,32658484
0.0,0.0,0.0,0.0,0
1204.1928,1213.4307999999999,1193.7649999999999,1195.4341,24315434
0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0
1211.8457999999998,1223.5128,1203.4428,1222.4941999999999,46941342
1211.7775,1231.6036,1208.6402,1217.9058,43190541
1224.7352,1267.3556999999998,1209.9429,1266.3972,48537958
1257.9598999999998,1276.2593,1252.941,1267.0830999999998,43238851
1268.59,1275.1298,1254.1539,1272.2473,42112161
0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0
1306.8122,1308.8001000000002,1284.0961000000002,1290.4606,42788760
1283.2972,1286.0309,1225.4972,1226.7554,43689448
0.0,0.0,0.0,0.0,0
1205.2864,1245.2335,1200.4621,1242.7038,45867635
1232.759,1249.0048,1196.0812,1204.3503999999998,44382837
0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0
1199.3453,1217.8135,1185.9224,1208.4256,63833719
1227.4168,1231.6562999999999,1206.1266999999998,1219.6598,48676396
1237.6722,1252.8357,1231.0881,1232.0578,37151478
1237.8318,1251.593,1222.7559,1232.1199000000001,33227595
1218.2582,1230.9578999999999,1205.3641,1206.8732,42390329
0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0
1202.2534,1220.781,1169.935,1179.7698,46673286
1190.7637,1216.2945,1185.1279,1194.0707,36034051
1199.281,1228.7348,1166.4605,1183.2128,51526635
1177.8449,1195.6376,1150.9967,1165.5701999999999,67446424
1171.4901,1181.5045,1122.6809,1129.6262,100340275
0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0
1121.4173,1154.4427,1116.0739,1122.4229,38759560
0.0,0.0,0.0,0.0,0
1136.6766,1196.5585,1129.0934,1195.9587000000001,60955814
1172.3244,1199.9904000000001,1146.4291,1199.3631,55226842
1206.4472999999998,1213.403,1186.9899,1192.6426999999999,43705196
0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0
1208.8129000000001,1211.3794,1179.4017000000001,1192.6762999999999,36497188
